Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number of Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
FB80807,Oregon,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
VT63298,Oregon,19504.4739,false,Basic,Bachelor,2024-01-09,Unemployed,M,0,Suburban,Single,72,17,55,0,2,Personal Auto,Personal L1,Offer3,Agent,345.6,Four-Door Car,Medsize
VL34577,Oregon,2596.1852,false,Basic,High School or Below,2024-02-09,Unemployed,F,0,Suburban,Single,72,3,65,0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize
TW64385,California,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize
HZ74609,Oregon,5527.988928,false,Basic,Bachelor,2024-02-25,Unemployed,F,0,Suburban,Married,72,4,72,0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large
HZ56678,Oregon,2780.196856,false,Basic,High School or Below,2024-01-12,Disabled,F,20261,Suburban,Divorced,72,4,55,0,1,Personal Auto,Personal L2,Offer4,Web,345.6,Four-Door Car,Large
JG84729,Arizona,14181.64282,false,Basic,College,2024-01-20,Unemployed,F,0,Suburban,Single,72,15,91,2,2,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize
TE61015,Oregon,5087.020469,false,Basic,College,2024-01-25,Unemployed,M,0,Suburban,Married,72,12,70,0,3,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,Medsize
HC20975,Arizona,16727.77186,false,Basic,Bachelor,2024-01-19,Employed,M,30915,Suburban,Married,72,1,6,2,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Large
GX37592,Nevada,5675.923323,false,Basic,College,2024-01-26,Employed,F,33257,Suburban,Married,72,15,14,1,4,Personal Auto,Personal L3,Offer3,Web,345.6,Four-Door Car,Medsize
MJ14480,Arizona,5599.382893,false,Basic,High School or Below,2024-01-15,Employed,F,35012,Suburban,Single,72,0,50,0,6,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize
TN90661,Nevada,5811.918112,false,Basic,High School or Below,2024-01-09,Employed,M,83318,Suburban,Married,72,21,58,0,3,Corporate Auto,Corporate L3,Offer1,Branch,345.6,Four-Door Car,Medsize
TN76120,Washington,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
RY38931,Arizona,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
JC38573,Oregon,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize
WU86174,California,2677.279707,false,Basic,Bachelor,2024-02-24,Unemployed,F,0,Suburban,Married,72,29,86,0,1,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize
NJ15094,Washington,5345.994644,false,Basic,Bachelor,2024-02-18,Unemployed,F,0,Suburban,Married,72,6,67,0,8,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
CC94413,Oregon,5701.277221,false,Basic,Bachelor,2024-01-16,Employed,F,41154,Suburban,Married,72,6,7,1,8,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Small
KY57676,California,8400.788878,false,Basic,High School or Below,2024-01-30,Employed,M,20870,Suburban,Divorced,72,20,90,0,2,Personal Auto,Personal L2,Offer3,Agent,345.6,Four-Door Car,Medsize
PQ36549,Arizona,5598.273622,false,Basic,Bachelor,2024-02-09,Disabled,M,14174,Suburban,Married,72,1,62,0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize
WF51811,Arizona,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large
IG85969,Arizona,5062.37379,false,Basic,College,2024-01-21,Unemployed,F,0,Suburban,Single,72,22,58,0,5,Personal Auto,Personal L3,Offer3,Call Center,345.6,Two-Door Car,Large
FF84784,California,5643.724704,false,Basic,College,2024-02-10,Employed,M,33317,Suburban,Married,72,18,31,1,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize
DL55489,Oregon,5764.648599,false,Basic,High School or Below,2024-02-05,Employed,M,21195,Suburban,Married,72,23,10,0,9,Corporate Auto,Corporate L2,Offer3,Web,345.6,Four-Door Car,Medsize
HO40387,California,2570.761765,false,Basic,Master,2024-01-01,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,Small
VN37592,Arizona,2860.864563,false,Basic,High School or Below,2024-02-07,Employed,M,50332,Suburban,Married,72,2,11,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
LM86393,Oregon,2828.095211,false,Basic,High School or Below,2024-01-19,Employed,F,98680,Suburban,Single,72,27,38,2,1,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,Medsize
LS59637,Arizona,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Corporate Auto,Corporate L2,Offer2,Branch,345.6,Two-Door Car,Large
AI49712,Washington,2593.897887,false,Basic,High School or Below,2024-01-21,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Personal Auto,Personal L1,Offer3,Call Center,345.6,Four-Door Car,Large
XZ34917,Washington,5643.802354,false,Basic,Bachelor,2024-01-10,Employed,M,41043,Suburban,Married,72,22,60,0,3,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,Small
YC69616,Arizona,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
CN17219,Oregon,25581.61014,false,Basic,College,2024-01-13,Employed,M,27961,Suburban,Married,72,15,64,0,2,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Small
ZY77695,Arizona,2433.913419,false,Basic,Bachelor,2024-01-10,Unemployed,M,0,Suburban,Single,72,28,29,0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize
LD95617,California,4830.908873,false,Basic,Bachelor,2024-01-02,Unemployed,M,0,Suburban,Divorced,72,3,64,0,3,Corporate Auto,Corporate L1,Offer3,Agent,345.6,Four-Door Car,Large
MU96709,California,8618.295865,false,Basic,High School or Below,2024-01-22,Employed,F,46379,Suburban,Single,72,11,57,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,345.6,Four-Door Car,Large
GG91020,Nevada,9656.759549,false,Basic,Bachelor,2024-02-10,Unemployed,M,0,Suburban,Single,72,17,52,0,2,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize
CR59224,California,5556.91458,false,Basic,Bachelor,2024-01-30,Medical Leave,M,29120,Suburban,Married,72,31,77,0,3,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Two-Door Car,Medsize
BG80246,Arizona,5570.17755,false,Basic,College,2024-01-11,Disabled,F,22679,Suburban,Married,72,25,32,0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small
IN67175,California,5659.139938,false,Basic,College,2024-02-09,Employed,F,52389,Suburban,Married,72,29,8,1,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
VK57280,Washington,4727.354548,false,Basic,Bachelor,2024-01-03,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize
MD44130,Oregon,5712.380598,false,Basic,High School or Below,2024-01-28,Employed,M,24882,Suburban,Married,72,13,20,0,8,Corporate Auto,Corporate L2,Offer4,Branch,345.6,Two-Door Car,Large
FG21322,Oregon,7917.119912,false,Basic,Bachelor,2024-01-22,Unemployed,F,0,Suburban,Single,72,0,97,0,2,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,Medsize
SC40169,Oregon,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large
HN97052,Oregon,5205.90965,false,Basic,College,2024-02-24,Unemployed,F,0,Suburban,Married,72,18,91,0,9,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Medsize
AZ29426,California,16702.69914,false,Basic,College,2024-01-17,Unemployed,M,0,Suburban,Single,72,34,46,0,2,Special Auto,Special L3,Offer1,Agent,345.6,Four-Door Car,Medsize
QU58523,Arizona,5794.682724,false,Basic,Master,2024-02-15,Employed,M,52979,Suburban,Divorced,72,14,53,0,4,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Small
CY90231,Nevada,25253.10198,false,Basic,Master,2024-02-26,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Small
MF83904,Oregon,5452.625449,false,Basic,Bachelor,2024-01-12,Disabled,F,17723,Suburban,Married,72,3,40,0,3,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize
LC69427,Oregon,2827.328603,false,Basic,College,2024-01-21,Employed,F,20368,Suburban,Single,72,30,36,0,1,Corporate Auto,Corporate L3,Offer4,Branch,345.6,Four-Door Car,Small
ST65635,Arizona,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large
MX89333,Arizona,2554.189234,false,Basic,Bachelor,2024-01-17,Unemployed,M,0,Suburban,Married,72,16,48,2,1,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Large
YI73667,Nevada,5340.810309,false,Basic,College,2024-01-17,Unemployed,F,0,Suburban,Married,72,1,73,0,6,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize
AJ32539,Oregon,2829.312319,false,Basic,Bachelor,2024-02-27,Employed,M,25860,Suburban,Married,72,12,46,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize
EO56466,Oregon,24660.48825,false,Basic,College,2024-02-24,Medical Leave,M,22070,Suburban,Married,72,25,33,0,2,Special Auto,Special L2,Offer1,Agent,345.6,Four-Door Car,Medsize
ZK52226,California,2499.411829,false,Basic,High School or Below,2024-01-06,Unemployed,F,0,Suburban,Single,72,15,47,0,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large
IZ47097,Arizona,2927.216278,false,Basic,Master,2024-02-03,Employed,F,76850,Suburban,Married,72,8,84,0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
OD75777,Oregon,5586.965345,false,Basic,College,2024-01-09,Disabled,F,19280,Suburban,Married,72,4,39,0,6,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize
UK18731,California,5595.971365,false,Basic,Bachelor,2024-01-27,Retired,F,19651,Suburban,Married,72,3,68,0,5,Personal Auto,Personal L1,Offer2,Web,345.6,Two-Door Car,Small
TI19394,Oregon,2918.576189,false,Basic,College,2024-02-24,Employed,M,80714,Suburban,Married,72,18,12,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Small
JM98365,Nevada,5762.472144,false,Basic,Doctor,2024-01-23,Employed,M,66156,Suburban,Married,72,11,66,0,6,Personal Auto,Personal L2,Offer2,Web,345.6,Four-Door Car,Medsize
IQ15028,Arizona,2661.729688,false,Basic,Bachelor,2024-01-05,Medical Leave,F,24152,Suburban,Married,72,17,28,2,1,Personal Auto,Personal L2,Offer3,Branch,345.6,Four-Door Car,Large
TP12436,Oregon,5329.128301,false,Basic,Master,2024-02-02,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large
KD93234,Oregon,5502.726803,false,Basic,High School or Below,2024-02-23,Unemployed,F,0,Suburban,Married,72,33,39,0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small
TW46585,Nevada,4767.687852,false,Basic,Bachelor,2024-01-28,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,345.6,Four-Door Car,Medsize
EI58541,Washington,2719.506996,true,Basic,College,2024-01-24,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
ZN86559,California,5251.152281,false,Basic,Bachelor,2024-01-30,Unemployed,F,0,Suburban,Married,72,21,65,0,3,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize
JL70559,Arizona,5310.861767,false,Basic,College,2024-02-02,Unemployed,F,0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small
ZG56744,California,5528.212807,true,Basic,Bachelor,2024-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize
FD72269,California,5584.961718,false,Basic,High School or Below,2024-02-03,Disabled,F,19724,Suburban,Married,72,20,49,0,4,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Large
AF48816,Arizona,5792.666316,false,Basic,Bachelor,2024-01-27,Employed,F,87382,Suburban,Married,72,26,65,0,5,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Large
EP26605,Washington,5688.20499,false,Basic,Bachelor,2024-01-14,Employed,F,44833,Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize
EV57176,California,5605.380417,false,Basic,High School or Below,2024-01-21,Employed,F,21171,Suburban,Divorced,72,2,40,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,345.6,Four-Door Car,Large
VE85103,Nevada,2449.128459,false,Basic,College,2024-01-08,Medical Leave,M,20567,Suburban,Married,72,24,76,4,1,Personal Auto,Personal L2,Offer4,Agent,345.6,Four-Door Car,Large
PH78214,Oregon,5427.174517,false,Basic,College,2024-02-11,Medical Leave,F,27677,Suburban,Married,72,10,82,1,3,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize
BS95225,California,2617.704041,false,Basic,College,2024-01-19,Medical Leave,M,14151,Suburban,Single,72,5,41,1,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Four-Door Car,Medsize
EM53324,Oregon,7343.52792,false,Basic,College,2024-02-15,Unemployed,F,0,Suburban,Single,72,26,12,3,2,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize
QQ86648,Oregon,5658.531248,false,Basic,High School or Below,2024-01-20,Employed,M,78834,Suburban,Married,72,14,20,2,8,Personal Auto,Personal L1,Offer2,Call Center,345.6,Two-Door Car,Small
NL87371,Oregon,2435.245577,false,Basic,Bachelor,2024-01-23,Unemployed,M,0,Suburban,Divorced,72,28,64,0,1,Personal Auto,Personal L3,Offer4,Web,345.6,Two-Door Car,Medsize
UI33675,California,5142.04553,false,Basic,Bachelor,2024-01-21,Unemployed,M,0,Suburban,Single,72,17,87,0,8,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Medsize
IK44574,California,5608.819189,false,Basic,Bachelor,2024-02-17,Employed,M,28483,Suburban,Married,72,18,92,0,5,Corporate Auto,Corporate L2,Offer3,Agent,345.6,Four-Door Car,Medsize
AZ43057,California,5746.05593,false,Basic,Master,2024-02-20,Employed,M,50798,Rural,Married,72,21,59,0,7,Personal Auto,Personal L3,Offer2,Call Center,64.977867,Four-Door Car,Medsize
XW90265,Arizona,5773.520711,false,Basic,Bachelor,2024-02-15,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal Auto,Personal L2,Offer1,Agent,463.158502,Two-Door Car,Small
DD22139,Washington,7863.02773,false,Basic,College,2024-02-14,Unemployed,F,0,Suburban,Divorced,72,9,28,0,2,Corporate Auto,Corporate L3,Offer1,Branch,732.352745,Two-Door Car,Small
QR91631,California,8732.090534,false,Basic,High School or Below,2024-01-20,Employed,F,51205,Urban,Married,72,4,52,0,2,Personal Auto,Personal L1,Offer2,Branch,185.530076,Two-Door Car,Medsize
NM77735,Oregon,8396.605358,false,Basic,Bachelor,2024-02-04,Employed,F,47593,Urban,Single,72,33,52,0,2,Personal Auto,Personal L1,Offer1,Call Center,344.137073,Four-Door Car,Medsize
DZ35379,Arizona,5781.015999,false,Basic,High School or Below,2024-01-27,Employed,F,69512,Urban,Married,72,3,62,0,5,Personal Auto,Personal L2,Offer2,Branch,196.977247,Two-Door Car,Medsize
BN46866,Oregon,5677.465907,false,Basic,College,2024-02-25,Employed,M,45345,Rural,Married,72,28,86,0,3,Personal Auto,Personal L3,Offer1,Web,99.039453,Four-Door Car,Large
FZ13256,California,2670.797821,false,Basic,Bachelor,2024-02-22,Unemployed,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366.277224,Four-Door Car,Medsize
LR79755,California,2862.180262,false,Basic,College,2024-01-15,Employed,M,74034,Urban,Divorced,72,20,64,0,1,Personal Auto,Personal L3,Offer2,Branch,267.415871,Four-Door Car,Medsize
WC83676,Nevada,2801.562831,false,Basic,College,2024-02-18,Employed,M,33247,Urban,Married,72,26,47,0,1,Special Auto,Special L3,Offer2,Web,284.956298,Four-Door Car,Medsize
PA14842,Washington,2906.893312,false,Basic,High School or Below,2024-01-17,Employed,F,45128,Rural,Married,72,13,34,0,1,Special Auto,Special L2,Offer4,Branch,66.667784,Four-Door Car,Medsize
LV82913,Oregon,5715.787663,false,Basic,College,2024-01-19,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize
YG20683,Washington,2860.111745,false,Basic,College,2024-02-20,Employed,M,51159,Rural,Married,72,4,61,0,1,Personal Auto,Personal L2,Offer2,Branch,4.238626,Four-Door Car,Medsize
XA47378,California,2871.437451,false,Basic,Bachelor,2024-01-11,Employed,F,23803,Suburban,Married,72,11,90,0,1,Corporate Auto,Corporate L2,Offer4,Branch,410.548521,Two-Door Car,Small
RS92763,Oregon,7487.744636,false,Basic,College,2024-02-16,Unemployed,F,0,Suburban,Single,72,15,70,0,2,Personal Auto,Personal L2,Offer2,Branch,693.084662,Four-Door Car,Medsize
QZ77637,Washington,11665.09779,false,Basic,College,2024-02-06,Employed,F,84978,Rural,Married,72,12,51,1,2,Corporate Auto,Corporate L1,Offer1,Agent,166.77296,Four-Door Car,Large
KQ44803,Arizona,7224.235434,false,Basic,College,2024-01-20,Unemployed,M,0,Urban,Married,72,27,21,2,2,Personal Auto,Personal L2,Offer1,Agent,297.419028,Two-Door Car,Medsize
LG19551,Arizona,5764.784159,false,Basic,Bachelor,2024-01-25,Employed,M,22134,Suburban,Married,72,13,81,0,3,Corporate Auto,Corporate L2,Offer1,Call Center,445.879224,Four-Door Car,Medsize
BX51438,Arizona,2781.446975,false,Basic,Bachelor,2024-02-23,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize
LC27380,Oregon,5720.897922,false,Basic,High School or Below,2024-01-06,Employed,F,32224,Rural,Married,72,27,21,0,3,Personal Auto,Personal L2,Offer1,Branch,19.281882,Four-Door Car,Medsize
FV58292,Oregon,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
WH76688,Oregon,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
II49996,Arizona,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small
IQ73438,California,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
EP46328,California,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small
ZX73673,Arizona,5555.830205,true,Basic,Bachelor,2024-02-06,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
EJ43595,California,4784.773547,false,Basic,High School or Below,2024-02-23,Unemployed,M,0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medsize
TQ24692,Oregon,8676.698631,false,Basic,High School or Below,2024-01-02,Employed,M,76214,Urban,Married,72,7,48,0,2,Special Auto,Special L2,Offer2,Web,202.81373,Four-Door Car,Medsize
OP60201,Oregon,2203.439795,false,Basic,College,2024-02-26,Unemployed,M,0,Suburban,Single,72,33,6,2,1,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,Medsize
XT41916,California,5143.865361,false,Basic,High School or Below,2024-02-11,Unemployed,F,0,Suburban,Single,72,9,84,0,3,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize
BZ50261,Arizona,11619.91802,false,Basic,High School or Below,2024-01-14,Employed,F,78275,Rural,Married,72,12,36,0,2,Personal Auto,Personal L2,Offer4,Branch,25.336642,Two-Door Car,Small
CK15380,California,2784.911238,false,Basic,High School or Below,2024-02-12,Disabled,F,20814,Urban,Married,72,16,57,0,1,Personal Auto,Personal L2,Offer3,Call Center,288.594641,Four-Door Car,Medsize
XB32430,California,5717.743109,false,Basic,Bachelor,2024-01-23,Employed,M,68342,Rural,Married,72,33,39,0,5,Personal Auto,Personal L2,Offer4,Branch,148.738098,Four-Door Car,Medsize
CW13886,California,8514.394994,false,Basic,College,2024-01-26,Employed,M,48428,Urban,Married,72,8,5,1,2,Personal Auto,Personal L2,Offer2,Call Center,223.728018,Four-Door Car,Medsize
EE76374,Nevada,20842.5963,false,Basic,High School or Below,2024-01-29,Unemployed,F,0,Suburban,Single,72,14,29,0,2,Personal Auto,Personal L3,Offer1,Web,709.082334,Four-Door Car,Medsize
IP84574,Oregon,8193.091589,false,Basic,College,2024-01-23,Employed,F,54840,Suburban,Single,72,18,59,3,2,Corporate Auto,Corporate L3,Offer1,Branch,468.728516,Four-Door Car,Small
PG48617,California,2895.522489,false,Basic,High School or Below,2024-01-03,Employed,M,46267,Urban,Married,72,4,73,0,1,Personal Auto,Personal L3,Offer2,Call Center,231.969205,Four-Door Car,Medsize
LM34525,Washington,8742.05776,false,Basic,College,2024-02-20,Employed,F,71592,Rural,Divorced,72,15,18,0,2,Personal Auto,Personal L3,Offer3,Branch,141.725051,Four-Door Car,Medsize
SQ18525,Arizona,8457.461231,false,Basic,College,2024-01-08,Employed,F,26023,Rural,Married,72,26,33,1,2,Personal Auto,Personal L3,Offer1,Branch,79.463916,Four-Door Car,Medsize
KD70601,Washington,5647.145809,false,Basic,College,2024-01-09,Employed,F,54834,Urban,Single,72,23,13,0,8,Corporate Auto,Corporate L3,Offer3,Web,186.191931,Four-Door Car,Medsize
QA93530,Nevada,5757.489397,false,Basic,College,2024-02-10,Employed,F,81491,Rural,Divorced,72,21,24,0,3,Personal Auto,Personal L1,Offer3,Agent,61.715527,Four-Door Car,Medsize
WX16610,California,5824.767025,false,Basic,Bachelor,2024-02-20,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize
FD36230,California,8441.667084,false,Basic,High School or Below,2024-02-13,Employed,F,50801,Rural,Married,72,25,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43.419028,Four-Door Car,Medsize
MO82744,California,5656.203464,false,Basic,Bachelor,2024-01-01,Employed,F,45586,Urban,Divorced,72,17,20,0,4,Personal Auto,Personal L2,Offer1,Branch,203.42306,Four-Door Car,Medsize
QE46704,Nevada,2871.145075,false,Basic,College,2024-01-28,Employed,M,94178,Urban,Married,72,26,25,1,1,Personal Auto,Personal L2,Offer2,Web,226.10336,Four-Door Car,Medsize
QX57337,Oregon,2842.025913,false,Basic,Doctor,2024-01-26,Employed,F,92629,Rural,Single,72,22,1,3,1,Personal Auto,Personal L2,Offer2,Call Center,60.845685,Four-Door Car,Medsize
BN90616,Washington,8590.334983,false,Basic,Bachelor,2024-02-06,Employed,F,63110,Rural,Married,72,23,84,0,2,Personal Auto,Personal L3,Offer3,Agent,68.179721,Four-Door Car,Medsize
OJ33945,Oregon,8692.636838,false,Basic,High School or Below,2024-01-08,Employed,F,97768,Rural,Divorced,72,22,14,0,2,Personal Auto,Personal L1,Offer3,Agent,151.843731,Two-Door Car,Medsize
YU80673,California,5106.781547,false,Basic,College,2024-02-07,Disabled,F,29894,Rural,Married,72,9,69,4,3,Personal Auto,Personal L3,Offer3,Agent,16.510134,Four-Door Car,Large
YK26558,California,5264.642009,false,Basic,College,2024-02-20,Unemployed,F,0,Rural,Divorced,72,30,26,0,8,Special Auto,Special L3,Offer1,Branch,135.888306,Four-Door Car,Medsize
EM39400,Nevada,2840.302575,false,Basic,Bachelor,2024-02-27,Employed,M,79181,Urban,Divorced,72,1,24,0,1,Personal Auto,Personal L3,Offer2,Branch,241.277426,Four-Door Car,Medsize
IA11644,California,20604.01627,false,Basic,High School or Below,2024-02-21,Unemployed,M,0,Suburban,Single,72,8,61,1,2,Special Auto,Special L3,Offer3,Branch,723.010515,Two-Door Car,Medsize
YP38413,Oregon,25805.50599,false,Basic,College,2024-02-28,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.366255,Two-Door Car,Medsize
YS94121,Nevada,5645.396665,false,Basic,High School or Below,2024-02-27,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small
XX12304,California,2924.976721,false,Basic,College,2024-01-09,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize
EI45850,California,7778.005623,false,Basic,Bachelor,2024-01-19,Disabled,F,25970,Suburban,Married,72,18,30,3,2,Personal Auto,Personal L2,Offer4,Branch,430.818992,Four-Door Car,Small
KF46546,Arizona,5789.352696,false,Basic,Bachelor,2024-02-12,Employed,F,75845,Rural,Married,72,2,71,0,6,Personal Auto,Personal L2,Offer1,Agent,73.848672,Four-Door Car,Medsize
LG49010,California,2620.601718,false,Basic,Bachelor,2024-02-09,Medical Leave,M,10237,Urban,Married,72,31,97,0,1,Personal Auto,Personal L2,Offer2,Call Center,253.637853,Two-Door Car,Medsize
GF59560,Oregon,5817.832355,false,Basic,College,2024-01-20,Employed,F,86824,Urban,Married,72,1,76,0,3,Personal Auto,Personal L2,Offer1,Call Center,189.096179,Four-Door Car,Medsize
